0.32263918,0.30654564,0.59204049
0.02623654,0.02899006,0.11230224
0.36557215,0.31705837,0.75244465
0.10169284,0.07652986,0.31627128
0.17831772,0.15770161,0.45518679
0.05138049,0.06636898,0.11318937
0.1714186,0.18158696,0.38106645
0.38577734,0.37851234,0.7589404
0.07090794,0.03670792,0.11153659
0.10219484,0.16838574,0.26454709
0.1206759,0.1143378,0.28402208
0.04310966,0.04111402,0.08201757
0.41550828,0.3965285,0.80791573
0.17318654,0.16443137,0.33466983
0.44608944,0.43308274,0.89025277
0.1428023,0.15221782,0.33856371
0.14490378,0.12426506,0.30931155
0.20097945,0.0940605,0.22517881
0.20712414,0.22415694,0.50659952
0.2236734,0.2712347,0.4883276
0.21620964,0.26611548,0.57140949
0.06584194,0.06869056,0.24676075
0.1348734,0.00935612,0.18066995
0.37046797,0.37017039,0.84518921
0.36952048,0.33226025,0.79728713
0.46943221,0.46331419,0.95614044
0.02337272,0.07336702,0.17697143
0.20230602,0.23745828,0.76319368
0.11227048,0.1824681,0.31541171
0.3810291,0.39577508,0.78331795
0.12971095,0.14284542,0.21308503
0.14083866,0.04787985,0.16587116
0.18772628,0.2389131,0.53217536
0.1600911,0.06683812,0.19646419
0.05655334,0.05335106,0.13529047
0.33029269,0.274974,0.62395972
0.06482042,0.24092902,0.55869501
0.02753178,0.01007476,0.14305021
0.11710042,0.205933,0.30259483
0.0980447,0.22657027,0.28021015
0.04259548,0.07685282,0.10731221
0.37673306,0.32248364,0.76825171
0.29669545,0.19293662,0.51973617
0.16518295,0.1918287,0.20766065
0.07209215,0.09634354,0.21559305
0.0450933,0.083625,0.14443989
0.0317991,0.01964988,0.04987651
0.19970447,0.22070285,0.44468116
0.33168173,0.35061882,0.69887273
0.42568421,0.43994976,0.8780838
0.15958977,0.14501718,0.28553615
0.07744466,0.20016258,0.30098489
0.26195706,0.34426835,0.59873575
0.3409141,0.3371355,0.84196408
0.03860837,0.04262073,0.25435396
0.15399529,0.03339449,0.38251743
0.08690762,0.06493738,0.14760288
0.3849492,0.3671534,0.89117115
0.41774678,0.39628452,0.87461093
0.06821418,0.03434318,0.11194043
0.02639956,0.006927,0.03382904
0.10269096,0.01066794,0.14982931
0.03717048,0.1752382,0.36030041
0.00952126,0.2353717,0.21410845
0.3333583,0.21006804,0.55593395
0.16263468,0.0496898,0.16667683
0.055245,0.06118044,0.11263515
0.19623076,0.18214246,0.42422179
0.3360365,0.01838342,0.3079348
0.10705696,0.10757304,0.30851425
0.04841345,0.15411565,0.25633559
0.39901228,0.27988242,0.67556808
0.28391379,0.03119025,0.29358759
0.0782763,0.0218646,0.09765949
0.27939222,0.26392572,0.55238747
0.2912799,0.33740454,0.64061091
0.14591732,0.05001564,0.29260056
0.05577668,0.07833636,0.14467451
0.35603141,0.35122857,0.89429745
0.07779622,0.16792102,0.26045653
0.29003106,0.3335417,0.54395968
0.27285732,0.28219942,0.29832512
0.08805264,0.06394954,0.44054344
0.12307484,0.1181684,0.25801536
0.14482819,0.22890717,0.28907815
0.13222843,0.09431091,0.30546964
0.0110706,0.12649625,0.12162519
0.29729767,0.27629641,0.49354375
0.22116337,0.28511202,0.67799692
0.34553899,0.27175108,0.54945753
0.0783189,0.0291011,0.28064229
0.02906676,0.02262072,0.05227123
0.03109432,0.0281925,0.04865725
0.19257116,0.2092524,0.47831877
0.208668,0.27418454,0.54217623
0.06697547,0.09474824,0.15242748
0.13407264,0.06429969,0.27402484
0.101686,0.14019786,0.24715851
0.0521437,0.03204538,0.08680923
0.09739414,0.09953004,0.45264043
0.2495698,0.22495214,0.46891808
0.28449589,0.28186599,0.53109207
0.09403464,0.0333452,0.14170576
0.11923642,0.03119604,0.20997072
0.04450404,0.084115,0.22493211
0.33931796,0.30738404,0.63510315
0.39164248,0.37626543,0.83815249
0.41133066,0.41717616,0.90445688
0.41863222,0.39284518,0.82482147
0.12937904,0.16009842,0.39295083
0.00838805,0.06894398,0.10981327
0.03646914,0.02532874,0.11157091
0.61798322,0.61922009,0.95975033
0.39746268,0.40132958,0.80428099
0.22001462,0.23304838,0.5588516
0.11110289,0.08376044,0.25751799
0.24755424,0.24775684,0.58486688
0.20879842,0.20767866,0.78432037
0.0560094,0.03571932,0.11387627
0.1144408,0.09006852,0.27766693
0.11656982,0.09629316,0.23981483
0.31156642,0.36971374,0.69799272
0.27377714,0.31838394,0.45694725
0.11645094,0.11417229,0.31726124
0.1525982,0.15296498,0.35976789
0.05937428,0.01937012,0.12485627
0.08006828,0.02108957,0.10410087
0.40429645,0.41987458,0.84998951
0.0979813,0.1206447,0.26604269
0.15407146,0.16925316,0.31903451
0.2509196,0.1114078,0.34746835
0.06868808,0.04516908,0.15543099
0.28377828,0.30470952,0.64624717
0.03591817,0.01855488,0.06372284
0.24269142,0.08342836,0.5384768
0.16180279,0.17548195,0.34810031
0.01961605,0.02959693,0.06613135
0.42834169,0.44756016,0.91235111
0.25467498,0.30176292,0.47391811
0.12922924,0.20462542,0.70998533
0.115035,0.02119714,0.11687064
0.14220138,0.1213882,0.79650328
0.07455566,0.0894355,0.18586136
0.06148605,0.10285104,0.13730332
0.07032322,0.04712388,0.14853491
0.11656274,0.01613356,0.19381209
0.05616676,0.01502405,0.07501572
0.34010282,0.17977676,0.57294256
0.00736414,0.00473506,0.01416484
0.0603679,0.15835646,0.19812783
0.06061849,0.02550049,0.121809
0.0087252,0.06456026,0.07934123
0.16500886,0.1908983,0.48212656
0.30511147,0.32330095,0.71391359
0.189051,0.29027396,0.48939136
0.02864538,0.0057992,0.0896604
0.05285164,0.03480906,0.16639547
0.03732244,0.02726562,0.16196253
0.2031045,0.20793246,0.60462611
0.20077822,0.29609404,0.52192381
0.24227229,0.23247887,0.52497868
0.16210636,0.17878694,0.37696707
0.45893525,0.4422695,0.77377327
0.14398688,0.17362019,0.49693055
0.15949365,0.08358271,0.29001127
0.28609834,0.28441796,0.39693019
0.41311704,0.29797639,0.73405212
0.17382144,0.15309084,0.33351843
0.35214982,0.34402526,0.70608045
0.05132282,0.01307592,0.08164312
0.217361,0.13417898,0.23982499
0.04581278,0.00585672,0.10294693
0.26510381,0.25189639,0.47810793
0.07679944,0.03853486,0.15883275
0.089521,0.12413658,0.33998304
0.25459938,0.21255954,0.47004229
0.26787372,0.28203654,0.52437704
0.00700283,0.01310721,0.02792756
0.30311524,0.11469214,0.43181123
0.14760226,0.16349142,0.42923496
0.04787698,0.0394533,0.07669867
0.14115294,0.10126986,0.47438913
0.2218038,0.3595889,0.53086653
0.0760235,0.10449953,0.31612049
0.0192756,0.08995396,0.12954299
0.06807264,0.34802741,0.32555215
0.08353444,0.19270068,0.37895448
0.12753314,0.0517726,0.22027156
0.0524575,0.08262268,0.14678477
0.47329518,0.47365766,0.97083549
0.16798932,0.38160414,0.47111541
0.03023934,0.08637078,0.29168408
0.06954714,0.0649459,0.19841716
0.07721276,0.03038742,0.22027341
0.41426072,0.48165204,0.87346743
0.09943724,0.12453372,0.37603061
0.17386628,0.24533168,0.35929155
0.17073294,0.16817302,0.43497749
0.00705956,0.00476022,0.03049491
0.09160933,0.04146472,0.10259999
0.07686958,0.06022452,0.31256883
0.20871826,0.15981446,0.37520523
0.02010038,0.1288002,0.26442893
0.13329533,0.11942699,0.39446815
0.10556716,0.12910878,0.32376667
0.19051272,0.31243572,0.48747144
0.3450987,0.36939746,0.87210509
0.0342774,0.05857044,0.16862155
0.035529,0.09392844,0.16011424
0.39013781,0.35401267,0.83012745
0.11642283,0.17567946,0.33325033
0.10425522,0.13393158,0.22556336
0.02164536,0.06021507,0.10207255
0.09239214,0.07785252,0.16064237
0.01669833,0.03186102,0.09044289
0.02868271,0.22584872,0.27202471
0.18626804,0.11310228,0.32494725
0.17483814,0.17361738,0.41900683
0.37971052,0.37586102,0.77270389
0.13911511,0.01813704,0.23302487
0.046035,0.02920246,0.11088819
0.1292679,0.09902252,0.23363763
0.05947526,0.08123764,0.16936128
0.0650015,0.08500348,0.21689893
0.06792534,0.121295,0.2428212
0.17884482,0.05824712,0.29051648
0.1531364,0.09577476,0.25543424
0.01010428,0.01615644,0.03586011
0.20814402,0.2501414,0.6121496
0.28747494,0.18291233,0.52274911
0.08205768,0.11766936,0.35221749
0.06076498,0.05828412,0.29586181
0.2794735,0.11108258,0.35073237
0.03921258,0.05973726,0.19853472
0.00904188,0.0174708,0.02835152
0.46229879,0.47038688,0.95782927
0.17794806,0.15300188,0.48063963
0.14211241,0.15080351,0.79045391
0.216227,0.31239996,0.49275171
0.223238,0.23082708,0.63967696
0.0796114,0.1004174,0.22552453
0.3295708,0.24502364,0.56599344
0.14847627,0.15046973,0.62710977
